what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625508157141
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625508164612
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1625508165214
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625508170079
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625508175192
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1625508216764
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625508230054
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625508237958
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1625508242412
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625508248918
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625508256214
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625508292215
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625508295279
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1625508296188
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1625508296893
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1625508307426
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1625508317997
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1625508322520
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1625508332377
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625508341059
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625508345546
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1625508346433
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1625508356565
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625508364730
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625508408639
