what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1624554743563
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1624554746066
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1624554993954
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1624555089916
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1624555283255
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1624555287444
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1624555288542
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1624555388430
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1624555456588
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1624555457590
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1624555458006
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1624555466519
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1624555472458
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1624555474446
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1624563447195
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1624563449427
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1624563450630
closed,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1624563450737
