what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625324996461
activated,editor,net.sf.eclipsefp.haskell.ui,0.10.0,net.sf.eclipsefp.haskell.ui.editor.HaskellEditor,1625325003691
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625325011498
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625325016603
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1625325018024
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1625325061956
activated,editor,net.sf.eclipsefp.haskell.ui,0.10.0,net.sf.eclipsefp.haskell.ui.editor.HaskellEditor,1625325076571
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625325080286
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.findReplace,1625325080315
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625325089852
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625325091158
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625325104073
activated,editor,net.sf.eclipsefp.haskell.ui,0.10.0,net.sf.eclipsefp.haskell.ui.editor.HaskellEditor,1625325105009
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625325108708
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625325114623
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1625325127079
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1625325163945
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625325176692
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1625325182255
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1625325188495
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1625325246626
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1625325249864
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1625325250827
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1625325252818
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1625325253488
