what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.dltk.core,0.95.1.v20080920-R0951,org.eclipse.dltk.core,1603132210712
started,bundle,org.eclipse.dltk.launching,0.95.1.v20080915-1703,org.eclipse.dltk.launching,1603132210713
started,bundle,org.eclipse.dltk.ruby.ui,0.95.1.v20080903-1434,org.eclipse.dltk.ruby.ui,1603132210714
started,bundle,org.eclipse.dltk.ui,0.95.1.v20080920-R0951,org.eclipse.dltk.ui,1603132210715
started,bundle,es.gavab.IDEConfigurator,1.0.8.200902041501,es.gavab.IDEConfigurator,1603132210716
activated,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ResourceNavigator,1603132212927
opened,editor,net.sf.eclipsefp.haskell.ui,0.10.0,net.sf.eclipsefp.haskell.ui.editor.HaskellEditor,1603132213104
activated,editor,net.sf.eclipsefp.haskell.ui,0.10.0,net.sf.eclipsefp.haskell.ui.editor.HaskellEditor,1603132213134
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1603132239776
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1603132290663
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1603132293987
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1603132297521
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1603132299885
activated,view,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.internal.introview,1603132301829
activated,editor,net.sf.eclipsefp.haskell.ui,0.10.0,net.sf.eclipsefp.haskell.ui.editor.HaskellEditor,1603132301854
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1603132426979
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1603132475843
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1603132488243
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1603132488463
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1603132498474
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1603132505531
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1603132510403
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1603132514307
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1603132529800
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1603132553377
